,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1051,movin,ain,checkmate,shake,comin,me,backwards,keep,yeah,ya,aah,til,fake,oh,bait,break,at,ties,once,queen,yourhop,goalyou,morebait,hendryx,king,backgrounds,mmmi,guardin,hold,goin
1054,cash,bout,hood,straight,billionaire,nigga,billionairei,the,care,gotti,really,boss,and,it,my,fuck,trilla,ride,ain,that,niggas,incomprehensible,me,naw,got,to,wouldn,ghetto,ma,white
1055,she,henry,cried,thee,cornersville,down,get,well,hush,knee,him,his,birdlike,plunged,love,and,instrumental7,shan,girl,decked,instrumental4,rots,little,gold,pretty,layed,apply,fly,parrot,flowin
1059,trauma,cau,caution,everyone,their,own,parapets,othersi,you,yeahooh,are,oh,flamingos,who,larger,if,confuse,fathers,mothers,has,how,abuse,among,lawn,the,don,from,yard,much,some
1060,learning,drive,countryside,backseat,the,died,been,asleepmy,feetalice,learningi,peace,speak,have,alice,ve,to,bolt,whole,watch,driver,don,melt,towards,crashing,lightning,seat,beneath,night,heat,leaves
1061,escape,wish,could,mindi,unsurei,think,my,mind,but,get,once,about,myself,it,happeningi,face,picture,can,you,always,sometimesi,not,hate,out,life,your,attempt,and,at,turn
1062,was,he,the,you,that,well,to,inseparable,at,world,ideals,time,know,saw,she,but,recognise,now,philosophy,offend,bonds,mean,young,mine,used,didn,shouting,yeah,my,thought
1063,niggas,shit,uh,nigga,made,wanna,go,ah,me,my,let,you,that,bag,up,fuckin,lil,like,keep,on,uhlook,groupied,grizz,ahshawty,shedded,itinerary,blood,they,amiri,around
1064,end,the,friend,woh,you,can,in,depend,cheat,lie,we,ooh,like,run,spending,someone,cause,still,break,and,wanna,lives,great,shot,most,have,sparkles,oh,seems,handing
1065,never,strumming,ll,grade,let,strings,down,eight,you,heart,pick,ground,felt,now,feet,bleeding,ever,my,were,off,your,movements,this,and,downyou,the,way,stop,re,up
1066,heaven,herei,fear,near,will,peacemy,love,herewell,you,from,it,we,see,cryi,deaf,fills,are,shelter,hold,shed,ll,cos,ears,bend,ear,short,no,self,wanna,dry
1067,hazy,own,our,we,untied,now,love,alone,re,are,on,sundown,embers,knots,skyline,high,glowing,stopped,yesterday,rise,here,the,town,city,morning,till,watch,up,sun,you
1068,que,como,poco,vas,ver,tu,la,te,en,decantar,sanando,va,tus,sobra,sal,heridas,por,misma,dices,un,el,aunque,van,del,vida,con,ya,mi,distracciã³n,brillartãº
1069,bitches,mine,most,ain,she,these,bitch,claimin,of,you,her,lyin,bitty,like,mary,lil,know,toppy,that,nigga,the,immigrant,they,cuffin,have,gon,niggas,little,sloppy,can
1071,downfall,love,be,this,end,will,who,allthis,we,are,is,all,ourselves,to,oh,your,yours,and,wantthis,adores,each,myselfi,beds,other,misunderstood,emotional,don,am,much,always
1072,stay,coming,you,home,did,before,will,than,and,more,sorry,if,ask,harder,changed,love,gets,oh,today,your,one,place,ll,could,it,staywell,face,youi,way,this
1073,being,wrong,ha,confident,ah,with,what,rated,complicated,underrated,oh,you,outta,underratedrated,beingwhat,itnot,la,mindbut,had,my,must,me,tonight,behave,say,so,ve,dangerous,freak,tied
1074,shit,bitch,wit,250,bought,that,it,two,fuckin,in,got,300,just,gang,boy,ain,the,thats,and,aye,niggas,no,this,nigga,only,on,cuz,fuck,ball,shoes
1075,dorme,só,bem,profundo,olha,amor,você,meu,com,que,eu,sonhos,durmo,nós,sonha,olhando,de,sonhar,fico,pensa,encantos,trás,num,sonho,pode,já,dois,quando,paz,não
1076,moving,gone,long,oni,be,tired,banging,ll,yeah,drum,you,praises,waiting,sitting,on,should,time,had,instead,of,windfall,comewell,come,met,onone,comei,felt,around,gonna,thinking
1078,the,it,midget,plug,trap,riches,label,bentley,you,they,qc,and,juug,rockets,pocket,weigh,came,that,my,bando,we,in,babies,got,hate,dogs,band,money,double,out
1079,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff
1081,nolia,shawty,she,bitch,the,whippin,been,breakin,whip,bank,dot,from,down,grove,yeah,hot,stove,my,gettin,nigga,with,houdini,genie,gotta,like,lil,seein,rub,in,ass
1082,strange,themselves,town,clubs,they,ve,worry,ymcas,got,ufos,spaceman,blisters,oxford,dreadful,in,to,don,mate,trying,street,guide,weeks,find,ignore,care,book,about,and,snow,myself
1083,amsterdam,the,nigga,gordy,ruugh,each,deceased,barry,you,sneaks,niggas,of,acres,kilo,hundred,to,my,streets,on,red,raw,with,beats,falls,it,bitch,quick,in,ghost,just
1085,bluebell,yourshow,chase,love,we,fog,the,was,shade,forget,this,name,nameis,recede,sharedin,sharedyou,melil,something,sleight,what,like,soon,wasn,folding,or,nodded,sands,it,licks,of
1087,48,first,niggas,migo,pull,rel,spraying,chopper,young,these,the,to,do,call,my,swear,every,nigga,night,dying,crying,playing,mama,they,phone,it,on,bout,start,evidence
1088,suffering,fuck,cid,success,vip,successmy,bity,blessed,nigga,trust,sufferin,believed,boy,racks,fame,momma,from,sleep,frustrated,these,stressed,too,this,even,go,many,can,please,em,money
1089,mmm,ah,you,oops,love,let,if,baby,me,falls,everyone,ohmmm,touch,for,fell,crime,time,know,first,henny,done,the,til,sometimes,got,morning,deep,sip,want,but
1090,snow,the,frozen,frozenmother,cherish,find,seems,in,father,of,says,perfect,ll,dreams,song,all,cold,days,he,world,walks,and,strange,wave,to,right,firehe,motherhood,girlish,nightmother
1091,hate,guy,girlfriend,ex,he,said,new,and,that,his,most,was,but,she,hemorrhoids,unsalted,stoolso,aheadi,hippopotamus,fordi,clownhe,guythe,my,really,cauliflower,rhinoceros,hives,pimples,meteorite,spears
1092,bother,cast,down,sea,blue,deep,long,em,worries,ve,troubles,been,gonna,me,treat,don,hard,try,and,you,take,straight,so,know,matter,work,my,nerve,home,all
1093,la,sing,it,hallelujah,to,itla,laying,let,you,connected,all,vacation,sound,everything,and,is,or,up,when,escape,where,right,undulation,fromsinging,yetwhen,fromset,hallelujahit,hightest,can,soundlet
1094,he,elevated,wandering,inbut,then,why,stayed,wondering,was,brother,count,child,started,away,the,line,waiting,would,mean,taught,give,what,while,treaded,lostmy,lostif,love,wasbut,stretches,long
1095,am,breathing,touch,feel,me,like,yeah,want,make,human,was,there,humandancing,forgettouch,humantouch,humanshe,intouch,concierge,vacancy,the,guests,sought,silhouettes,bed,sized,pipes,ruins,vodka,sprite,neighbor
1096,together,wake,feels,armswe,home,won,wanna,we,ll,you,re,up,here,go,find,love,gonna,cause,madedon,meant,togetheri,what,holding,was,good,day,godon,forever,toss,one
1098,bloom,for,you,just,baby,saving,yeah,chorus,refrain,desire,this,it,ve,verse,should,sweet,been,comes,song,true,pre,play,get,tell,second,me,promise,scared,on,fountains
1101,knees,church,my,get,sanctuary,holy,confess,on,were,you,yeah,if,doomed,love,ah,whoo,to,re,where,me,capsule,the,verse,chorus,stump,appointment,just,know,be,billboard
1102,big,picture,the,star,part,fit,at,lines,shot,ve,embrace,do,our,looking,in,implies,good,my,endings,some,got,night,proudly,sunsets,brightest,tell,shifting,on,been,satellite
1103,run,where,do,now,turn,to,without,go,within,heavy,another,everywhere,australian,forever,judgment,falter,yearning,days,will,hunger,mile,stays,warning,ll,flame,corner,sense,burning,can,yeah
1104,arrow,cupid,moving,hit,em,shooting,target,shadows,won,let,moremoving,me,no,wanna,more,along,don,running,stand,the,from,where,going,be,crykeep,goodbyekeep,mekeepmoving,but,behindyou,you
1105,tu,je,et,revois,palm,rester,avais,de,puis,es,quand,tout,toi,que,mãªme,serai,revenu,rãªve,reparti,tait,demande,pourquoi,aussi,hand,toujours,yeux,faire,dire,had,tes
1110,put,come,out,me,burnin,up,burning,the,fire,river,to,need,please,criminal,grill,step,you,walking,floor,go,in,trippin,look,fresh,sex,through,sweati,nowwalking,sunthey,hillplus
1111,wake,dead,up,listen,man,jesus,the,over,reed,in,recorder,saxophone,circulation,disorder,world,you,rotation,tell,hum,blades,confusing,marching,warn,eternity,rewind,tape,charge,try,rhyme,aren
1114,forbidden,glam,upon,sit,my,body,guns,plans,glass,she,here,hands,whoo,pill,hill,our,is,make,oh,in,hand,we,the,still,and,yeah,love,it,playing,playingpush
1115,leave,want,you,ll,if,to,infinite,own,x3,about,all,it,our,my,love,with,be,platted,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,platform,playlist
1116,soar,unfold,will,your,answers,spread,path,wings,you,soardon,waiting,yours,isdon,is,approval,own,scared,and,ourselves,to,insecurity,acceptance,fly,for,the,hold,open,door,hands,she
1117,friend,you,throw,doyou,clutch,ended,again,owe,will,how,re,charity,much,way,my,met,the,any,me,till,coming,other,end,don,betrayyou,betraysweet,bejust,betrayjust,losted,made
1118,pinned,pirouette,darka,by,the,confess,willing,dark,down,restraining,lioness,stripesthe,fiendsdivided,bashful,revert,fidgets,wheeze,frighteners,most,gripe,unsuitable,sthe,battling,throughthe,acrobat,teams,tribal,promote,pursuit,my
1120,her,read,bring,fuck,tour,stacking,trying,back,chips,vegas,strip,dip,she,fore,bitch,the,lines,first,nigga,hit,lips,shit,between,pulling,it,young,niggas,foreign,wrist,problem
1122,waiting,been,stake,yea,ba,brighter,have,deny,feels,saythere,you,for,than,like,things,these,world,can,has,everyday,noooeveryone,youheavenly,babaaaa,yeaaaaa,trueeveryone,aaaaaa,yeaaa,at,oh,one
1123,type,knight,armor,he,shining,right,bethe,typethe,be,delight,the,sucks,bombs,gone,promised,to,exactly,beginning,it,begin,believe,disarrayyou,recognizeit,grayit,otherwiseleave,blind,promise,in,along,analyze
1124,boogie,alright,nough,woogie,sure,floor,the,brown,my,no,bestget,ow,rest,let,brother,every,knows,do,best,baby,mmmmmmmbrother,restehhhh,restit,on,get,pleasures,it,ahhh,oughta,and
1125,resolve,stroll,hair,wild,laces,you,diamonds,smile,over,aces,got,take,world,my,pain,all,make,with,lady,your,and,took,when,in,oh,on,yeah,long,downstairs,as
1126,naked,baby,do,get,ya,it,off,plan,want,take,as,you,trying,curiosity,what,we,can,just,roam,long,got,to,attention,where,mind,please,come,if,pay,your
1127,through,exhausting,thing,realise,imagination,need,coffee,weeks,these,come,yeah,you,shaking,drinking,from,one,there,few,can,decently,comedown,scrolling,alright,that,fine,to,hometown,noon,trying,own
1130,traveller,moon,she,father,mother,vanishing,soon,cry,of,please,the,map,mind,if,angels,clean,crying,ring,back,your,oh,time,see,my,fly,mean,sun,hand,you,run
1131,fall,out,love,with,you,of,ear,please,plan,tongued,winded,heatstruck,transmissions,carving,coursing,asphalt,unclear,could,need,melting,imagined,whispered,let,ties,veins,if,to,message,still,tongue
1132,start,fall,something,thrown,watched,are,watch,away,earth,backfor,you,newand,singand,beautiful,the,throw,arms,all,nowyou,will,nowand,of,and,take,me,new,again,it,into,this
1133,why,faking,you,bit,checking,better,than,it,little,holding,baby,re,boat,at,if,just,lil,say,still,me,that,lani,okay,over,go,crying,know,she,yah,liar
1134,somebody,know,soon,you,almost,sense,be,daywell,docan,dreamingbut,soonbut,hear,competing,spellyou,mover,just,to,ll,must,as,else,far,trying,while,myself,that,so,doi,hard,everything
1135,world,like,where,wide,this,comes,open,free,falling,yeah,in,heartbroken,got,time,apart,salvation,round,people,fall,we,know,now,surein,fallinghey,gotta,sidein,youah,calling,nothing,thisyou
1136,the,wind,fight,seeking,give,us,through,bless,rain,wisdom,pin,sword,we,blessings,journey,pen,me,song,beauty,let,storm,darkness,answer,home,something,briar,wall,doubters,cut,set
1137,usual,suspects,the,us,nothin,somethin,rushyou,nutin,doe,gunnin,bringin,150,know,definition,we,you,throwin,success,laugh,rich,to,from,runnin,paper,miles,funny,and,block,cause,deeper
1138,us,ha,sins,maybach,forgive,sweeeeeeet,upon,lord,music,heh,please,bad,we,show,forgiveness,try,lets,heads,the,this,dear,brought,for,huh,future,way,perfect,pray,have,being
1139,graveshift,spaceship,heavens,night,workin,every,my,knows,fly,buy,past,me,sky,wish,the,made,and,to,shit,ain,this,could,been,ve,mine,man,want,manager,back,rhymes
1140,the,cause,you,find,keep,to,his,it,onhe,oncause,way,seethe,doesn,gonna,buffalo,microphone,love,bluff,route,in,joke,stops,all,always,gives,he,tough,stage,about,right
1141,legendary,lovers,scripture,orange,beating,underneath,river,could,rewarding,my,drum,blood,be,knew,magical,name,like,we,clearly,karma,down,should,third,something,beginning,the,keep,sun,heart,so
1143,her,adapt,dropout,job,what,support,you,told,school,about,after,get,wanna,can,mother,go,do,love,to,just,so,that,then,it,bring,don,know,gotta,all,said
1144,you,selfish,been,whole,ve,singing,did,lilting,dusk,the,waiting,life,this,for,although,it,all,reaching,excuse,noise,knife,to,fault,desire,bleed,my,within,as,ocean,crying
1145,paulina,she,pictures,lawsuityeah,pagepaulina,thrillpaulina,handedly,clothespaulina,nightly,indulge,oh,her,paste,pursuit,my,file,huge,wish,grin,pose,magazine,apple,well,although,age,the,stare,by,cover,as
1146,believer,pain,made,the,rained,me,my,you,oh,ooh,bullets,inhibited,ebbing,up,veins,from,down,luck,things,oohi,limited,flowing,let,they,rain,fly,master,spirit,lived,god
1148,nigga,ain,shit,hunned,you,nana,bout,tags,clips,bottles,popping,popped,hoes,spending,goon,talking,shittalking,shot,bought,money,fuck,talk,these,on,pimps,the,shooters,up,thats,its
1149,clearest,meet,me,you,enough,shaped,halfway,blue,keep,half,ll,tightly,tell,it,not,aware,sides,learning,will,always,another,quite,push,stormbut,whywhenever,upholding,byclearest,shapedby,wasshaped,undermine
1150,water,dead,you,themselvesi,truthcause,thinning,the,see,can,brace,looking,againi,sail,hardly,smiling,shore,still,in,ice,breathe,feet,else,seen,hands,someone,and,myself,same,left,for
1151,she,you,revenge,stealing,him,better,whoa,actress,playground,applause,think,ha,toys,mattress,should,saint,underestimated,mind,the,sabotage,do,keep,than,known,people,does,not,what,things,faster
1155,her,drift,away,ever,let,you,don,was,your,in,much,hold,fool,awayit,hurt,she,heart,went,costs,it,feel,hand,caused,and,belongs,so,drank,cruel,return,the
1156,win,gonna,we,re,champions,wanna,yeah,goin,the,cuz,be,way,winnin,comin,loser,swing,anybody,all,number,winwe,ring,really,winoh,step,nothin,does,amateur,fight,everythin,hey
1157,til,mma,numb,numbi,cumi,you,touch,connect,addicted,reclused,racing,sip,wine,more,love,me,let,one,morning,gon,to,time,choose,light,baby,cumlove,the,thei,youlove,ll
1158,you,let,won,count,please,time,this,down,believe,chance,baby,me,ll,arrogance,sanctuary,can,branch,wing,stepped,take,mend,foolish,see,forgotten,on,mistake,flying,bird,pride,begin
1159,crazy,girl,you,extreme,prepare,upboy,drama,me,see,ready,momma,for,am,wanna,kinda,soon,careful,faster,grind,want,lovin,might,boy,fall,so,baby,girlohi,jetget,compulsion,eat
1162,x5,on,run,you,okay,drake,and,could,tell,city,x6,it,the,ya,bun,my,wayne,hardly,best,uhuh,that,verse,boy,shit,understand,like,weezy,swagger,friends,to
1164,na,tight,hold,nother,chorus,or,me,oh,sharpens,stuffing,fuzz,comes,stitch,ends,limits,story,isn,no,goes,hits,knife,don,loose,luck,distance,pre,too,woke,kinda,memory
1166,ust,ju,you,ohhyou,re,marriage,are,looking,searching,honey,crushi,clearyou,wildyes,faked,sorry,tears,talking,anything,arei,together,planning,bout,no,what,confusing,consider,dudes,sort,perfectly,itself
1168,bitch,niggas,nigga,like,jban,spinners,lil,told,hey,boat,it,on,rd,these,that,ya,the,my,pussy,just,whips,foldin,got,em,ah,32,fuck,pretendin,richest,yachty
1169,giving,it,getting,give,got,get,gotta,we,ve,you,down,wanna,and,idea,to,gonna,what,me,simple,may,sound,that,re,with,thought,well,were,on,why,baby
1170,quickening,canoe,pictures,the,ellipses,onelibrary,vestlibrary,goobeen,ip,miny,eeny,straws,moon,meeny,metaphors,suckle,kind,fuzz,moe,its,canyon,curly,flickering,first,blossom,neon,dip,forgotten,an,eight
1171,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff
1172,do,you,to,what,me,wanna,yeahi,defenses,really,baby,yeah,want,show,owwahhh,knowoww,uhhhoh,feelyeah,whoooif,owww,somebody,anything,melet,therei,right,onei,uhh,real,just,oh,let
1173,exin,proud,fle,illuminati,tops,se,loud,drop,you,ma,yah,new,oohooh,wintertime,the,freakin,right,security,we,so,foot,ain,prove,tell,now,out,waste,throwaway,essin,illuminatii
1174,loose,work,watch,room,cut,stitch,pixelate,dilate,the,apart,away,cells,it,scar,you,desperatecut,friendscut,roomoh,nightcut,loosei,deaths,from,blood,falling,making,ruby,young,thrills,mouths,and
1176,heat,the,night,alone,of,man,he,said,piper,crossfire,be,you,pull,ll,in,ya,back,chasin,nightmare,shades,down,leave,mornin,tune,lyin,answers,message,silent,around,had
1177,mmmmmmmmmmmmmmmmmmmmm,00,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,playoff,playeri,player
1179,desperate,destined,mere,beings,human,blocking,punching,tickets,die,we,minute,sun,won,you,who,tell,bleed,re,they,will,peace,feel,the,it,of,being,bluffing,by,ll,if
1180,you,shiver,waiting,ll,always,and,loud,clear,saydon,be,moment,see,for,me,change,to,sing,direction,but,attention,caredid,want,your,waitingand,careoh,pay,wake,don,know,wanted
1181,christmas,item,mistletoe,list,sayif,you,wished,re,only,single,my,waiting,the,wish,meet,is,yeah,where,therei,true,one,ever,has,me,merry,thing,for,holiday,everything,ll
